date,state,State,Population,Negative PCR tests,Cases or Positive PCR tests,Cases Per 100000,Total PCR tests,PCR Per 100000,Positivity
20200704,OK,Oklahoma,3956971,348789,15645,395,364434,9210,0.04
20200704,CO,Colorado,5758736,312135,30722,533,342857,5954,0.09
20200704,OR,Oregon,4217737,245096,8877,210,253973,6022,0.03
20200704,CA,California,39512223,4295643,257388,651,4553031,11523,0.06
20200704,PA,Pennsylvania,12801989,725448,86813,678,812261,6345,0.11
20200704,AZ,Arizona,7278717,494955,94085,1293,589040,8093,0.16
20200704,PR,Puerto Rico,3725789,192686,1817,49,194503,5220,0.01
20200704,AS,American Samoa,55465,696,0,0,696,1255,0
20200704,RI,Rhode Island,1059361,141673,17084,1613,158757,14986,0.11
20200704,AR,Arkansas,3017804,315684,23209,769,338893,11230,0.07
20200704,SC,South Carolina,5148714,377307,43260,840,420567,8168,0.1
20200704,AL,Alabama,4903185,399226,42359,864,441585,9006,0.1
20200704,SD,South Dakota,884659,76802,,0,76802,8682,0
20200704,AK,Alaska,731545,121621,1111,152,122732,16777,0.01
20200704,TN,Tennessee,6829174,828464,49768,729,878232,12860,0.06
20200704,WI,Wisconsin,5822434,579637,31055,533,610692,10489,0.05
20200704,TX,Texas,28995881,1880019,191790,661,2071809,7145,0.09
20200704,WV,West Virginia,1792147,178288,3036,169,181324,10118,0.02
20200704,UT,Utah,3205958,342174,24542,766,366716,11439,0.07
20200704,WY,Wyoming,578759,33693,1289,223,34982,6044,0.04
20200704,VA,Virginia,8535519,634120,62400,731,696520,8160,0.09
20200704,VT,Vermont,623989,68159,1238,198,69397,11122,0.02
20200704,ME,Maine,1344212,102548,3012,224,105560,7853,0.03
20200704,MI,Michigan,9986857,1057573,65533,656,1123106,11246,0.06
20200703,VT,Vermont,623989,67159,1236,198,68395,10961,0.02
20200703,MN,Minnesota,5639632,607548,37624,667,645172,11440,0.06
20200703,MI,Michigan,9986857,1036090,65135,652,1101225,11027,0.06
20200703,ME,Maine,1344212,100076,2985,222,103061,7667,0.03
20200703,MO,Missouri,6137428,382129,22830,372,404959,6598,0.06
20200703,MA,Massachusetts,6892503,768152,104228,1512,872380,12657,0.12
20200703,LA,Louisiana,4648794,720853,63289,1361,784142,16868,0.08
20200703,KY,Kentucky,4467673,379271,15781,353,395052,8842,0.04
20200703,KS,Kansas,2913314,175642,,0,175642,6029,0
20200703,IN,Indiana,6732219,457238,,0,457238,6792,0
20200703,MP,Northern Mariana Islands,56882,8187,31,54,8218,14447,0
20200703,IL,Illinois,12671821,1554885,145750,1150,1700635,13421,0.09
20200703,MS,Mississippi,2976149,270269,28573,960,298842,10041,0.1
20200703,ID,Idaho,1787065,92116,6003,336,98119,5491,0.06
20200703,MT,Montana,1068778,96375,1128,106,97503,9123,0.01
20200703,IA,Iowa,3155070,291032,30429,964,321461,10189,0.09
20200703,NC,North Carolina,10488084,929052,70241,670,999293,9528,0.07
20200703,HI,Hawaii,1415872,80672,,0,80672,5698,0
20200703,ND,North Dakota,762062,106852,3722,488,110574,14510,0.03
20200703,GU,Guam,165768,14263,278,168,14541,8772,0.02
20200703,NE,Nebraska,1934408,164682,19452,1006,184134,9519,0.11
20200703,GA,Georgia,10617423,810724,90493,852,901217,8488,0.1
20200703,NH,New Hampshire,1359711,116365,5822,428,122187,8986,0.05
20200703,FL,Florida,21477737,1902766,178594,832,2081360,9691,0.09
20200703,NJ,New Jersey,8882190,1312759,172742,1945,1485501,16724,0.12
20200703,DE,Delaware,973764,106420,10879,1117,117299,12046,0.09
20200703,NM,New Mexico,2096829,344117,12520,597,356637,17008,0.04
20200703,DC,District of Columbia,705749,92374,,0,92374,13089,0
20200703,NV,Nevada,3080156,272967,20718,673,293685,9535,0.07
20200703,CT,Connecticut,3565287,453369,44324,1243,497693,13959,0.09
20200703,NY,New York,19453561,3712113,395872,2035,4107985,21117,0.1
20200703,CO,Colorado,5758736,306938,30453,529,337391,5859,0.09
20200703,OH,Ohio,11689100,772900,51581,441,824481,7053,0.06
20200703,CA,California,39512223,4199941,248235,628,4448176,11258,0.06
20200703,OK,Oklahoma,3956971,348789,15065,381,363854,9195,0.04
20200703,AZ,Arizona,7278717,486523,91396,1256,577919,7940,0.16
20200703,OR,Oregon,4217737,245096,8877,210,253973,6022,0.03
20200703,AS,American Samoa,55465,696,0,0,696,1255,0
20200703,PA,Pennsylvania,12801989,715403,86205,673,801608,6262,0.11
20200703,AR,Arkansas,3017804,308615,22622,750,331237,10976,0.07
20200703,PR,Puerto Rico,3725789,192686,1791,48,194477,5220,0.01
20200703,AL,Alabama,4903185,388766,41362,844,430128,8772,0.1
20200703,RI,Rhode Island,1059361,140721,17057,1610,157778,14894,0.11
20200703,AK,Alaska,731545,119145,1063,145,120208,16432,0.01
20200703,SC,South Carolina,5148714,367500,41413,804,408913,7942,0.1
20200703,WI,Wisconsin,5822434,573553,30317,521,603870,10371,0.05
20200703,SD,South Dakota,884659,76015,,0,76015,8593,0
20200703,WV,West Virginia,1792147,177576,3021,169,180597,10077,0.02
20200703,TN,Tennessee,6829174,813777,48344,708,862121,12624,0.06
20200703,WY,Wyoming,578759,33693,1267,219,34960,6041,0.04
20200703,TX,Texas,28995881,1830374,183532,633,2013906,6945,0.09
20200703,WA,Washington,7614893,682180,38632,507,720812,9466,0.05
20200703,UT,Utah,3205958,332770,23866,744,356636,11124,0.07
20200703,VA,Virginia,8535519,623967,61690,723,685657,8033,0.09
20200703,MD,Maryland,6045680,494873,68961,1141,563834,9326,0.12
20200703,VI,U.S. Virgin Islands,106977,2963,,0,2963,2770,0
20200702,WA,Washington,7614893,672554,38189,502,710743,9334,0.05
20200702,MO,Missouri,6137428,375035,22283,363,397318,6474,0.06
20200702,MN,Minnesota,5639632,593217,37210,660,630427,11179,0.06
20200702,MI,Michigan,9986857,1013459,64675,648,1078134,10796,0.06
20200702,MP,Northern Mariana Islands,56882,8187,30,53,8217,14446,0
20200702,MD,Maryland,6045680,484752,68423,1132,553175,9150,0.12
20200702,MA,Massachusetts,6892503,756920,104016,1509,860936,12491,0.12
20200702,LA,Louisiana,4648794,705813,61561,1324,767374,16507,0.08
20200702,KY,Kentucky,4467673,369715,15508,347,385223,8622,0.04
20200702,KS,Kansas,2913314,168183,,0,168183,5773,0
20200702,MS,Mississippi,2976149,270269,28573,960,298842,10041,0.1
20200702,IN,Indiana,6732219,450448,,0,450448,6691,0
20200702,MT,Montana,1068778,94066,1083,101,95149,8903,0.01
20200702,IL,Illinois,12671821,1521435,144882,1143,1666317,13150,0.09
