date,state,State,Population,Negative PCR tests,Cases or Positive PCR tests,Cases Per 100000,Total PCR tests,PCR Per 100000,Positivity
20200828,OH,Ohio,11689100,2020931,113725,973,2134656,18262,0.05
20200828,HI,Hawaii,1415872,180587,,0,180587,12754,0
20200828,OK,Oklahoma,3956971,799520,56260,1422,855780,21627,0.07
20200828,GU,Guam,165768,35639,1279,772,36918,22271,0.03
20200828,OR,Oregon,4217737,517813,24776,587,542589,12864,0.05
20200828,GA,Georgia,10617423,2021612,265372,2499,2286984,21540,0.12
20200828,PA,Pennsylvania,12801989,1488835,128250,1002,1617085,12632,0.08
20200828,FL,Florida,21477737,3931871,615806,2867,4547677,21174,0.14
20200828,PR,Puerto Rico,3725789,305972,14726,395,320698,8608,0.05
20200828,DE,Delaware,973764,213958,16092,1653,230050,23625,0.07
20200828,RI,Rhode Island,1059361,245108,21683,2047,266791,25184,0.08
20200828,DC,District of Columbia,705749,267698,,0,267698,37931,0
20200828,SC,South Carolina,5148714,810558,114400,2222,924958,17965,0.12
20200828,CT,Connecticut,3565287,1075011,50387,1413,1125398,31565,0.04
20200828,SD,South Dakota,884659,130423,,0,130423,14743,0
20200828,CO,Colorado,5758736,634968,52562,913,687530,11939,0.08
20200828,TN,Tennessee,6829174,2004689,147326,2157,2152015,31512,0.07
20200828,CA,California,39512223,10321779,688858,1743,11010637,27866,0.06
20200828,TX,Texas,28995881,4240594,601768,2075,4842362,16700,0.12
20200828,AZ,Arizona,7278717,983419,198978,2734,1182397,16245,0.17
20200828,UT,Utah,3205958,596797,50948,1589,647745,20204,0.08
20200828,AS,American Samoa,55465,1514,0,0,1514,2730,0
20200828,VA,Virginia,8535519,1426844,112446,1317,1539290,18034,0.07
20200828,AR,Arkansas,3017804,638472,59583,1974,698055,23131,0.09
20200828,VI,U.S. Virgin Islands,106977,14304,,0,14304,13371,0
20200828,AL,Alabama,4903185,842678,113723,2319,956401,19506,0.12
20200828,VT,Vermont,623989,125166,1589,255,126755,20314,0.01
20200828,AK,Alaska,731545,333615,5923,810,339538,46414,0.02
20200828,WA,Washington,7614893,1335461,72703,955,1408164,18492,0.05
20200828,WI,Wisconsin,5822434,1156807,73981,1271,1230788,21139,0.06
20200828,MO,Missouri,6137428,873641,80992,1320,954633,15554,0.08
20200828,WV,West Virginia,1792147,409757,9644,538,419401,23402,0.02
20200827,WI,Wisconsin,5822434,1148494,73138,1256,1221632,20981,0.06
20200827,NC,North Carolina,10488084,1991649,161076,1536,2152725,20525,0.07
20200827,MT,Montana,1068778,233730,6929,648,240659,22517,0.03
20200827,WV,West Virginia,1792147,404176,9458,528,413634,23080,0.02
20200827,ND,North Dakota,762062,185759,10800,1417,196559,25793,0.05
20200827,MO,Missouri,6137428,863449,79574,1297,943023,15365,0.08
20200827,MN,Minnesota,5639632,1021100,72390,1284,1093490,19389,0.07
20200827,MI,Michigan,9986857,2540488,99958,1001,2640446,26439,0.04
20200827,ME,Maine,1344212,241513,3961,295,245474,18262,0.02
20200827,MD,Maryland,6045680,1169019,106063,1754,1275082,21091,0.08
20200827,NE,Nebraska,1934408,315848,32727,1692,348575,18020,0.09
20200827,MA,Massachusetts,6892503,1532386,117450,1704,1649836,23937,0.07
20200827,NH,New Hampshire,1359711,196823,7194,529,204017,15004,0.04
20200827,LA,Louisiana,4648794,1672566,145637,3133,1818203,39111,0.08
20200827,NJ,New Jersey,8882190,2558223,190613,2146,2748836,30948,0.07
20200827,KY,Kentucky,4467673,746907,42169,944,789076,17662,0.05
20200827,NM,New Mexico,2096829,709488,24732,1179,734220,35016,0.03
20200827,KS,Kansas,2913314,355160,,0,355160,12191,0
20200827,NV,Nevada,3080156,517012,67220,2182,584232,18968,0.12
20200827,IN,Indiana,6732219,944242,,0,944242,14026,0
20200827,NY,New York,19453561,7472940,432131,2221,7905071,40636,0.05
20200827,IL,Illinois,12671821,3648588,227334,1794,3875922,30587,0.06
20200827,OH,Ohio,11689100,1997461,112489,962,2109950,18051,0.05
20200827,ID,Idaho,1787065,215891,28556,1598,244447,13679,0.12
20200827,OK,Oklahoma,3956971,790299,55550,1404,845849,21376,0.07
20200827,IA,Iowa,3155070,541857,59786,1895,601643,19069,0.1
20200827,OR,Oregon,4217737,512955,24482,580,537437,12742,0.05
20200827,HI,Hawaii,1415872,178415,,0,178415,12601,0
20200827,PA,Pennsylvania,12801989,1471765,127430,995,1599195,12492,0.08
20200827,GU,Guam,165768,35124,1224,738,36348,21927,0.03
20200827,PR,Puerto Rico,3725789,305972,14469,388,320441,8601,0.05
20200827,GA,Georgia,10617423,2005763,263074,2478,2268837,21369,0.12
20200827,RI,Rhode Island,1059361,241824,21589,2038,263413,24865,0.08
20200827,FL,Florida,21477737,3905373,611991,2849,4517364,21033,0.14
20200827,SC,South Carolina,5148714,803421,113107,2197,916528,17801,0.12
20200827,DE,Delaware,973764,211083,15987,1642,227070,23319,0.07
20200827,SD,South Dakota,884659,129089,,0,129089,14592,0
20200827,DC,District of Columbia,705749,262910,,0,262910,37253,0
20200827,TN,Tennessee,6829174,1979050,145743,2134,2124793,31113,0.07
20200827,CT,Connecticut,3565287,1061146,50255,1410,1111401,31173,0.05
20200827,TX,Texas,28995881,4196177,597737,2061,4793914,16533,0.12
20200827,CO,Colorado,5758736,630110,52229,907,682339,11849,0.08
20200827,UT,Utah,3205958,592204,50557,1577,642761,20049,0.08
20200827,CA,California,39512223,10234886,683529,1730,10918415,27633,0.06
20200827,VA,Virginia,8535519,1392084,110437,1294,1502521,17603,0.07
20200827,AZ,Arizona,7278717,974789,198504,2727,1173293,16120,0.17
20200827,VI,U.S. Virgin Islands,106977,14144,,0,14144,13222,0
20200827,AS,American Samoa,55465,1514,0,0,1514,2730,0
20200827,VT,Vermont,623989,123245,1586,254,124831,20005,0.01
20200827,AR,Arkansas,3017804,631283,58745,1947,690028,22865,0.09
20200827,WA,Washington,7614893,1319148,72161,948,1391309,18271,0.05
20200827,AL,Alabama,4903185,835786,112794,2300,948580,19346,0.12
20200827,MP,Northern Mariana Islands,56882,13486,54,95,13540,23804,0
20200827,AK,Alaska,731545,330419,5801,793,336220,45960,0.02
20200827,WY,Wyoming,578759,70810,3166,547,73976,12782,0.04
20200827,MS,Mississippi,2976149,475943,77323,2598,553266,18590,0.14
20200826,WV,West Virginia,1792147,400065,9364,523,409429,22846,0.02
20200826,MS,Mississippi,2976149,471680,76917,2584,548597,18433,0.14
20200826,MP,Northern Mariana Islands,56882,12867,54,95,12921,22715,0
20200826,MO,Missouri,6137428,854078,78062,1272,932140,15188,0.08
20200826,MT,Montana,1068778,231475,6785,635,238260,22293,0.03
20200826,MI,Michigan,9986857,2510872,99200,993,2610072,26135,0.04
20200826,ME,Maine,1344212,237607,3942,293,241549,17970,0.02
20200826,MD,Maryland,6045680,1157685,105486,1745,1263171,20894,0.08
20200826,MA,Massachusetts,6892503,1507411,117085,1699,1624496,23569,0.07
20200826,LA,Louisiana,4648794,1663207,144960,3118,1808167,38895,0.08
20200826,NC,North Carolina,10488084,1962016,158985,1516,2121001,20223,0.07
20200826,KY,Kentucky,4467673,738159,41567,930,779726,17453,0.05
20200826,ND,North Dakota,762062,184651,10467,1374,195118,25604,0.05
20200826,KS,Kansas,2913314,355160,,0,355160,12191,0
20200826,NE,Nebraska,1934408,312412,32348,1672,344760,17823,0.09
20200826,IN,Indiana,6732219,933178,,0,933178,13861,0
20200826,NH,New Hampshire,1359711,194676,7159,527,201835,14844,0.04
20200826,IL,Illinois,12671821,3605785,225627,1781,3831412,30236,0.06
20200826,NJ,New Jersey,8882190,2531278,190306,2143,2721584,30641,0.07
20200826,ID,Idaho,1787065,214387,28332,1585,242719,13582,0.12
20200826,NM,New Mexico,2096829,704092,24535,1170,728627,34749,0.03
20200826,IA,Iowa,3155070,535573,58235,1846,593808,18821,0.1
20200826,NV,Nevada,3080156,514489,66666,2164,581155,18868,0.11
20200826,HI,Hawaii,1415872,176173,,0,176173,12443,0
20200826,NY,New York,19453561,7390294,431340,2217,7821634,40207,0.06
20200826,GU,Guam,165768,34234,1112,671,35346,21323,0.03
20200826,OH,Ohio,11689100,1930322,111331,952,2041653,17466,0.05
20200826,GA,Georgia,10617423,1988311,260590,2454,2248901,21181,0.12
20200826,OK,Oklahoma,3956971,782546,54838,1386,837384,21162,0.07
20200826,FL,Florida,21477737,3884096,608722,2834,4492818,20918,0.14
20200826,OR,Oregon,4217737,507167,24289,576,531456,12601,0.05
20200826,DE,Delaware,973764,210109,15991,1642,226100,23219,0.07
20200826,PA,Pennsylvania,12801989,1457642,126835,991,1584477,12377,0.08
20200826,DC,District of Columbia,705749,260026,,0,260026,36844,0
20200826,PR,Puerto Rico,3725789,305972,14010,376,319982,8588,0.04
20200826,CT,Connecticut,3565287,1045815,50134,1406,1095949,30739,0.05
20200826,RI,Rhode Island,1059361,238176,21454,2025,259630,24508,0.08
20200826,CO,Colorado,5758736,626261,52074,904,678335,11779,0.08
20200826,SC,South Carolina,5148714,795986,112643,2188,908629,17648,0.12
20200826,CA,California,39512223,10153658,679099,1719,10832757,27416,0.06
20200826,SD,South Dakota,884659,126194,,0,126194,14265,0
20200826,AZ,Arizona,7278717,967451,197844,2718,1165295,16010,0.17
20200826,TN,Tennessee,6829174,1954768,144060,2109,2098828,30733,0.07
20200826,AS,American Samoa,55465,1514,0,0,1514,2730,0
20200826,TX,Texas,28995881,4172503,592137,2042,4764640,16432,0.12
20200826,AR,Arkansas,3017804,625250,58023,1923,683273,22641,0.08
20200826,UT,Utah,3205958,587155,50174,1565,637329,19880,0.08
20200826,AL,Alabama,4903185,824431,112126,2287,936557,19101,0.12
20200826,VA,Virginia,8535519,1392084,110437,1294,1502521,17603,0.07
20200826,AK,Alaska,731545,329085,5719,782,334804,45767,0.02
20200826,VI,U.S. Virgin Islands,106977,13935,,0,13935,13026,0
20200826,WA,Washington,7614893,1308399,71705,942,1380104,18124,0.05
20200826,VT,Vermont,623989,121264,1577,253,122841,19686,0.01
20200826,WY,Wyoming,578759,66894,3135,542,70029,12100,0.04
20200826,MN,Minnesota,5639632,1007811,71236,1263,1079047,19133,0.07
20200826,WI,Wisconsin,5822434,1138581,72260,1241,1210841,20796,0.06
20200825,WI,Wisconsin,5822434,1128971,71492,1228,1200463,20618,0.06
20200825,MT,Montana,1068778,229883,6624,620,236507,22129,0.03
20200825,MS,Mississippi,2976149,468055,76228,2561,544283,18288,0.14
20200825,WY,Wyoming,578759,66894,3089,534,69983,12092,0.04
20200825,NC,North Carolina,10488084,1944618,157741,1504,2102359,20045,0.08
20200825,MN,Minnesota,5639632,1001819,70707,1254,1072526,19018,0.07
20200825,MI,Michigan,9986857,2470538,98439,986,2568977,25724,0.04
20200825,ME,Maine,1344212,233006,3919,292,236925,17626,0.02
20200825,MD,Maryland,6045680,1150519,105046,1738,1255565,20768,0.08
20200825,MA,Massachusetts,6892503,1487982,116770,1694,1604752,23283,0.07
20200825,ND,North Dakota,762062,183370,10229,1342,193599,25405,0.05
20200825,LA,Louisiana,4648794,1649946,144116,3100,1794062,38592,0.08
20200825,NE,Nebraska,1934408,308434,32047,1657,340481,17601,0.09
20200825,KY,Kentucky,4467673,730900,41054,919,771954,17279,0.05
20200825,NH,New Hampshire,1359711,192721,7150,526,199871,14700,0.04
20200825,KS,Kansas,2913314,348556,,0,348556,11964,0
20200825,NJ,New Jersey,8882190,2507874,190021,2139,2697895,30374,0.07
20200825,IN,Indiana,6732219,922560,,0,922560,13704,0
20200825,NM,New Mexico,2096829,699332,24469,1167,723801,34519,0.03
20200825,IL,Illinois,12671821,3557580,223470,1764,3781050,29838,0.06
20200825,NV,Nevada,3080156,512869,66413,2156,579282,18807,0.11
20200825,ID,Idaho,1787065,210025,27989,1566,238014,13319,0.12
20200825,NY,New York,19453561,7319671,430774,2214,7750445,39841,0.06
20200825,IA,Iowa,3155070,530449,57294,1816,587743,18629,0.1
20200825,OH,Ohio,11689100,1911379,110343,944,2021722,17296,0.05
20200825,HI,Hawaii,1415872,173866,,0,173866,12280,0
20200825,OK,Oklahoma,3956971,776659,54172,1369,830831,20997,0.07
20200825,GU,Guam,165768,33418,976,589,34394,20748,0.03
20200825,OR,Oregon,4217737,502618,24085,571,526703,12488,0.05
20200825,GA,Georgia,10617423,1972496,258354,2433,2230850,21011,0.12
20200825,PA,Pennsylvania,12801989,1445170,126350,987,1571520,12276,0.08
20200825,FL,Florida,21477737,3861022,605502,2819,4466524,20796,0.14
20200825,PR,Puerto Rico,3725789,305972,13992,376,319964,8588,0.04
20200825,DE,Delaware,973764,208366,15960,1639,224326,23037,0.07
20200825,RI,Rhode Island,1059361,236417,21372,2017,257789,24334,0.08
20200825,DC,District of Columbia,705749,257938,,0,257938,36548,0
20200825,SC,South Carolina,5148714,792619,112088,2177,904707,17572,0.12
20200825,CT,Connecticut,3565287,1030666,49971,1402,1080637,30310,0.05
20200825,SD,South Dakota,884659,126174,,0,126174,14262,0
20200825,CO,Colorado,5758736,594857,51676,897,646533,11227,0.08
20200825,TN,Tennessee,6829174,1929195,142251,2083,2071446,30332,0.07
20200825,CA,California,39512223,10089411,673095,1704,10762506,27238,0.06
20200825,TX,Texas,28995881,4137829,586730,2023,4724559,16294,0.12
20200825,AZ,Arizona,7278717,962931,197671,2716,1160602,15945,0.17
20200825,UT,Utah,3205958,580832,49767,1552,630599,19670,0.08
20200825,AS,American Samoa,55465,1514,0,0,1514,2730,0
20200825,VA,Virginia,8535519,1385335,109679,1285,1495014,17515,0.07
20200825,AR,Arkansas,3017804,616810,57374,1901,674184,22340,0.09
20200825,VI,U.S. Virgin Islands,106977,13613,,0,13613,12725,0
20200825,AL,Alabama,4903185,810035,110954,2263,920989,18783,0.12
20200825,VT,Vermont,623989,120506,1572,252,122078,19564,0.01
20200825,AK,Alaska,731545,328165,5666,775,333831,45634,0.02
20200825,WA,Washington,7614893,1308369,71681,941,1380050,18123,0.05
20200825,WV,West Virginia,1792147,394175,9219,514,403394,22509,0.02
20200825,MO,Missouri,6137428,847442,76636,1249,924078,15056,0.08
20200825,MP,Northern Mariana Islands,56882,12867,54,95,12921,22715,0
20200824,WI,Wisconsin,5822434,1119622,70854,1217,1190476,20446,0.06
20200824,MS,Mississippi,2976149,464257,75571,2539,539828,18138,0.14
20200824,MP,Northern Mariana Islands,56882,12867,54,95,12921,22715,0
20200824,WV,West Virginia,1792147,389342,9137,510,398479,22235,0.02
20200824,MT,Montana,1068778,227184,6489,607,233673,21864,0.03
20200824,MI,Michigan,9986857,2447208,97660,978,2544868,25482,0.04
20200824,ME,Maine,1344212,230500,3910,291,234410,17438,0.02
20200824,MD,Maryland,6045680,1142924,104669,1731,1247593,20636,0.08
20200824,MA,Massachusetts,6892503,1465557,116421,1689,1581978,22952,0.07
20200824,LA,Louisiana,4648794,1628915,143566,3088,1772481,38128,0.08
20200824,NC,North Carolina,10488084,1931299,156396,1491,2087695,19905,0.07
20200824,KY,Kentucky,4467673,723565,40493,906,764058,17102,0.05
20200824,ND,North Dakota,762062,182018,10000,1312,192018,25197,0.05
20200824,KS,Kansas,2913314,348556,,0,348556,11964,0
20200824,NE,Nebraska,1934408,307711,31889,1649,339600,17556,0.09
20200824,IN,Indiana,6732219,914446,,0,914446,13583,0
20200824,NH,New Hampshire,1359711,191095,7134,525,198229,14579,0.04
20200824,IL,Illinois,12671821,3518401,221790,1750,3740191,29516,0.06
20200824,NJ,New Jersey,8882190,2487093,189719,2136,2676812,30137,0.07
20200824,ID,Idaho,1787065,208732,27815,1556,236547,13237,0.12
20200824,NM,New Mexico,2096829,694904,24396,1163,719300,34304,0.03
20200824,IA,Iowa,3155070,527465,56633,1795,584098,18513,0.1
20200824,NV,Nevada,3080156,510667,66010,2143,576677,18722,0.11
20200824,HI,Hawaii,1415872,172224,,0,172224,12164,0
20200824,NY,New York,19453561,7253045,430145,2211,7683190,39495,0.06
20200824,GU,Guam,165768,32564,899,542,33463,20187,0.03
20200824,OH,Ohio,11689100,1888549,109566,937,1998115,17094,0.05
20200824,GA,Georgia,10617423,1948928,256253,2414,2205181,20769,0.12
20200824,OK,Oklahoma,3956971,759335,53522,1353,812857,20542,0.07
20200824,FL,Florida,21477737,3844327,602829,2807,4447156,20706,0.14
20200824,OR,Oregon,4217737,498182,23859,566,522041,12377,0.05
20200824,DE,Delaware,973764,206559,15930,1636,222489,22848,0.07
20200824,PA,Pennsylvania,12801989,1433364,125822,983,1559186,12179,0.08
20200824,DC,District of Columbia,705749,255762,,0,255762,36240,0
20200824,PR,Puerto Rico,3725789,305972,13922,374,319894,8586,0.04
20200824,CT,Connecticut,3565287,1025705,49940,1401,1075645,30170,0.05
20200824,RI,Rhode Island,1059361,233372,21302,2011,254674,24040,0.08
20200824,CO,Colorado,5758736,594857,51505,894,646362,11224,0.08
20200824,SC,South Carolina,5148714,783926,111202,2160,895128,17385,0.12
20200824,CA,California,39512223,9983872,668615,1692,10652487,26960,0.06
20200824,SD,South Dakota,884659,126038,,0,126038,14247,0
20200824,AZ,Arizona,7278717,958808,196821,2704,1155629,15877,0.17
20200824,TN,Tennessee,6829174,1914750,141591,2073,2056341,30111,0.07
20200824,AS,American Samoa,55465,1514,0,0,1514,2730,0
20200824,TX,Texas,28995881,4090491,580384,2002,4670875,16109,0.12
20200824,AR,Arkansas,3017804,616810,56894,1885,673704,22324,0.08
20200824,UT,Utah,3205958,576990,49364,1540,626354,19537,0.08
20200824,AL,Alabama,4903185,806609,110769,2259,917378,18710,0.12
20200824,VA,Virginia,8535519,1370350,108767,1274,1479117,17329,0.07
20200824,AK,Alaska,731545,324875,5628,769,330503,45179,0.02
20200824,VI,U.S. Virgin Islands,106977,13458,,0,13458,12580,0
20200824,WY,Wyoming,578759,62419,3068,530,65487,11315,0.05
20200824,VT,Vermont,623989,119824,1566,251,121390,19454,0.01
20200824,WA,Washington,7614893,1308369,71681,941,1380050,18123,0.05
20200824,MN,Minnesota,5639632,997512,70298,1246,1067810,18934,0.07
20200824,MO,Missouri,6137428,843768,75944,1237,919712,14985,0.08
20200823,WV,West Virginia,1792147,386921,9097,508,396018,22097,0.02
20200823,MS,Mississippi,2976149,456354,75176,2526,531530,17860,0.14
20200823,MP,Northern Mariana Islands,56882,12867,54,95,12921,22715,0
20200823,MO,Missouri,6137428,839758,75075,1223,914833,14906,0.08
20200823,MT,Montana,1068778,204320,6429,602,210749,19719,0.03
20200823,MI,Michigan,9986857,2426664,96792,969,2523456,25268,0.04
20200823,ME,Maine,1344212,227366,3890,289,231256,17204,0.02
